Hash;Original;Tradução
"6d4ceb6d";"It may look pretty at first glance, but it's likely to rot the wearer's finger.";"Pode parecer bonito à primeira vista, mas provavelmente vai apodrecer o dedo de quem o usar."
"6fa16bf4";"This doll carries a look of obsession and darkness about it, as if some kind of longing is driving it insane. Recommended for ages 3 and up.";"Esta boneca tem um olhar de obsessão e escuridão, como se algum tipo de anseio a estivesse enlouquecendo. Recomendado para crianças a partir de 3 anos."
"71946153";"For those who prefer a ruffled lifestyle.";"Para quem prefere um estilo de vida agitado."
"72d2a352";"One spritz of Scanque and you'll attract that special someone. And that one... and that one... and that one...";"Uma borrifada de Scanque e você atrairá aquela pessoa especial. E aquela... e aquela... e aquela..."
"72f9311e";"Shaved Head";"Cabeça Raspada"
"73bd98cf";"For those who want a hairstyle that can properly express their love of skipping rope.";"Para quem quer um penteado que expresse adequadamente seu amor por pular corda."
"742f4475";"Porcelain Doll";"Boneca de Porcelana"
"78a981d2";"'Permutation' Perfume";"Perfume 'Permutação'"
"79ad791b";"Toy Mace";"Maça de Brinquedo"
"79bde0c4";"This bag appeared in a magic chest in the Chamber of Fate. The gold inside is perfectly real though.";"Esta bolsa apareceu em um baú mágico na Câmara do Destino. O ouro dentro dela é perfeitamente real."
"7b7e362f";"Rusty Necklace";"Colar enferrujado"
"7d7c83bc";"Ragdoll";"Boneca de Pano"
"7e9c0c8b";"'Scanque' Perfume";"Perfume 'Scanque'"
"7f764114";"Dear Charlie, Please follow this nice adventurer and try not to be too scared. Your Granny.";"Querido Charlie, Por favor, siga este simpático aventureiro e tente não ter muito medo. Sua vovó."
"809cfe78";"An eye catching piece of jewellery that is almost too beautiful to be worn in public.";"Uma joia tão deslumbrante que é quase bonita demais para ser usada em público."
"812d5bf9";"Forever Ring";"Anel da Eternidade"
"82a8abe0";"Giles's Portcullis Key";"Chave da Porta Travessa de Giles"
"832ca1ac";"Granny Miggins's Note";"Bilhete da Vovó Miggins"
"8a2c3350";"Avenger";"Vingador"
"8e48a8dc";"It may not be made from the most precious materials, but it has a high success rate when it comes to engagements.";"Pode não ser feito dos materiais mais preciosos, mas tem uma alta taxa de sucesso em conquistas amorosas."
"8ed3ab00";"Ruby";"Ruby"
"8f23095c";"Love animals? Make your locks a haven for tiny creatures with this hairstyle.";"Ama animais? Transforme seus cabelos em um refúgio para pequenas criaturas com este penteado."
"92d91e68";"Hero Doll";"Boneca Heroína"
"92d97828";"Hero Doll";"Boneca Heroína"
"94f538a5";"Gem";"Gem"
"954dfd4d";"Rumours of people's heads falling off after wearing cheap jewellery like this are mostly unfounded.";"Os rumores de que as pessoas perdem a cabeça por usarem bijuterias baratas como esta são, em sua maioria, infundados."
"960a06f8";"Only the finest pixies are selected, and the makers are careful to make them cry with joy rather than sorrow for that extra sweet scent.";"Somente os duendes mais finos são selecionados, e os fabricantes têm o cuidado de fazê-los chorar de alegria em vez de tristeza para aquele aroma extra doce."
"974738e8";"Flowers";"Flores"
"97691c02";"Economy Value Necklace";"Colar Econômico"
"97c8c673";"Gilded Flowers";"Flores Douradas"
"97ef4c80";"A delightful present for any child. It also prepares them for the savage violence that is life.";"Um presente encantador para qualquer criança. Também as prepara para a violência selvagem que é a vida."
"9804dbd8";"Hammer Doll";"Boneco Hammer"
"99ab1529";"This is the kind of modern-day Hero all the girls want to be when they grow up. Will she grow up to be good or evil? You decide!";"Este é o tipo de heroína moderna que todas as garotas querem ser quando crescerem. Ela se tornará boa ou má? Você decide!"
"99af4361";"This is the kind of modern-day Hero all the boys want to be when they grow up. Will he grow up to be good or evil? You decide!";"Este é o tipo de herói moderno que todos os garotos querem ser quando crescerem. Ele se tornará bom ou mau? Você decide!"
"9a7c8836";"Beard";"Barba"
"9a83ef28";"The rarest of precious stones, and guaranteed to drive the object of your affections wild with desire.";"A mais rara das pedras preciosas, com garantia de enlouquecer o objeto de sua afeição de desejo."
"9bd128cc";"Jewellery like this is the reason rich people have steel-reinforced necks. An exquisitely crafted necklace, made with the finest and rarest materials.";"Joias como esta são o motivo pelo qual os ricos têm pescoços reforçados com aço. Um colar primorosamente trabalhado, feito com os materiais mais finos e raros."
"9c29671f";"Bounty Hunter";"Caçador de Recompensas"
"9e8a61b7";"Mood Ring";"Anel do Humor"
"a411d34a";"It's hard, it's shiny and it makes life easier. It's gold. Spend it, hoard it or give it away, just don't put it in your mouth. You never know where it's been.";"É resistente, é brilhante e facilita a vida. É ouro. Gaste, guarde ou doe, só não coloque na boca. Você nunca sabe por onde passou."
"a67b8ef0";"Despite bears obviously being mythical creatures, children nonetheless believe in their existence. As if something so cute and cuddly could be real.";"Apesar de os ursos serem criaturas míticas, as crianças ainda acreditam em sua existência. Como se algo tão fofo e adorável pudesse ser real."
"ab0705a8";"Let your hair cascade on either side of your head. The parting in the middle represents your journey through life, and the many hairy situations you will encounter.";"Deixe seu cabelo cair em cascata para os lados da cabeça. A risca no meio representa sua jornada pela vida e as muitas situações complicadas que você encontrará."
"abde2a69";"Plaits";"Tranças"
"ac70fbf4";"This perfume is rather expensive, due to the operating costs incurred by extracting the musk from live balverines. It'll get you a date, though-- 60% of the time, it works every time.";"Este perfume é bastante caro, devido aos custos operacionais da extração do almíscar de balverines vivos. Mas ele garante um encontro - funciona em 60% dos casos."
"acb39aaa";"Named after the mythic Pony creature, you might be able to shake off the flies from your back.";"Batizado em homenagem à criatura mítica Pônei, você poderá se livrar das moscas nas costas."
"adf893be";"Business in the front, party in the back.";"Negócios na frente, festa atrás."
"ae6d7df1";"Haircut";"Corte de cabelo"
"b78d8c2c";"Jewellery";"Joias"
"b86d4866";"Amethyst";"Ametista"
"bb225dc6";"Letter";"Carta"
"bb3c95de";"Someone has managed to cram all the stench of a hobbe into one reeking bottle. Why? The world may never know. No human should ever willingly apply this to their body or attire.";"Alguém conseguiu concentrar todo o fedor de um hobbe em uma garrafa fétida. Por quê? O mundo talvez nunca saiba. Nenhum ser humano deveria aplicar isso voluntariamente ao seu corpo ou vestimenta."
"bc87d8ae";"Toy Music Box";"Caixa de Música de Brinquedo"
"bcfac524";"Grow your hair to a luscious length, but remember to condition it regularly.";"Deixe seu cabelo crescer até um comprimento exuberante, mas lembre-se de condicioná-lo regularmente."
"be721a0c";"Pretty Necklace";"Lindo colar"
"bfd49060";"Jet";"Jato"
"c5a882e7";"Shoulder Length Hair";"Cabelo na altura dos ombros"
"c9df0b40";"Relatively common and found in many Albion mines, emeralds are nevertheless valued for their vibrancy.";"Relativamente comuns e encontradas em muitas minas de Albion, as esmeraldas são, no entanto, valorizadas por sua vivacidade."
"d0a30e43";"Hair";"Cabelo"
"d3047bf0";"Toy Gun";"Arma de brinquedo"
"d44b5a49";"Hope you've taken a vow of celibacy, because this hair won't score you many dates.";"Espero que você tenha feito voto de celibato, porque esse cabelo não vai te render muitos encontros."
"d4d2e596";"Theresa Doll";"Theresa Doll"
"d5134ac2";"Brute";"Brute"
"d5f432ce";"Frequently sported by the chic, the balding, and the louse-ridden.";"Frequentemente usado pelos chiques, pelos calvos e pelos infestados de piolhos."
"d60be438";"A delightful present for any child. It also prepares them for the savage violence that is life.";"Um presente encantador para qualquer criança. Também as prepara para a violência selvagem que é a vida."
"d62157f5";"Unkempt Hair";"Cabelo Desgrenhado"
"d642952a";"Love Potion No. 9.042";"Poção do Amor nº 9.042"
"da8c1e9b";"The ancient seal of the Heroes' Guild feels warm to your touch.";"O antigo selo da Guilda dos Heróis está quente ao seu toque."
"db844460";"The hairstyle most male adventurers adopt when they're starting out.";"O penteado que a maioria dos aventureiros adota quando está começando."
"ddccef89";"Love may be immaterial, but having the most expensive ring in the world always helps. No finger can fail to be enchanted.";"O amor pode ser imaterial, mas ter o anel mais caro do mundo sempre ajuda. Nenhum dedo deixará de ser encantado."
"e0674030";"Dog Doll";"Boneca de Cachorro"
"e3785718";"Toy Sword";"Espada de Brinquedo"
"e4020007";"Eternal Love Ring";"Anel do Amor Eterno"
"e454d89c";"Precious Necklace";"Colar Precioso"
"e5b7688e";"This wonderful ring will melt the heart of all but the most fastidious.";"Este anel maravilhoso derreterá o coração de todos, exceto dos mais exigentes."
"e7b013af";"Female Adventurer Hairstyle";"Penteado de Aventureira Feminina"
"e8084e2c";"Civil Ring";"Anel Civil"
"eab377cb";"Teddy Bear";"Urso de Pelúcia"
"ecbc7436";"Re-enact your favourite Reaver moments with this likeness of the infamous hedonist. Complete with 32 points of articulation, trusty pistol, and full hip-pumping action!";"Recrie seus momentos favoritos de Reaver com esta réplica do infame hedonista. Completa com 32 pontos de articulação, pistola de confiança e ação completa de rebolado!"
"ee869fec";"Reaver Doll";"Boneca Reaver"
"f0146d38";"A study conducted by the National Plait Society showed that people with plaits have more fun.";"Um estudo realizado pela National Plait Society mostrou que pessoas com tranças se divertem mais."
"f288bd80";"Tonsure";"Tonsura"
"f2d9e4a7";"Ring";"Anel"
"f403c928";"The Archon's Dream";"O Sonho do Arconte"
"f7148648";"Diamond";"Diamante"
"f78f5be9";"Moustache";"Bigode"
"fc5dec43";"Guild Seal";"Selo da Guilda"
"fe6cb54e";"Sapphire";"Safira"
"ffcea345";"Male Adventurer Hairstyle";"Penteado de Aventureiro Masculino"
